--ICPC-2n DAT bl 154b file with filename: AMF-v01-TXT_CSV.txt
--(Interncode: V403e) version Sep 29 2008  8:09AM
--This file is generated by KITH AS  Norway Dr.Terje Sagen 2008-09-29 08:09:45.130
--This file can be downloaded from http://www.kith.no/ICPC2e
--It contains 3797 rows
--Columns: Nivaa,AMF_Code,Decription_no,Level_code
"6","3300109999","Andre Cryptosporidium","3300109999"
"6","3300120001","Dipetalonema streptocerca","3300120001"
"6","3300129999","Andre Dipetalonema","3300129999"
"6","3300130001","Diphyllobotrium latum","3300130001"
"6","3300139999","Andre Diphyllobotrium","3300139999"
"6","3300140001","Dracunculus medinensis","3300140001"
"6","3300149999","Andre Dracunculus","3300149999"
"6","3300150001","Echinococcus granulosus","3300150001"
"6","3300150002","Echinococcus multilocularis multicolaris","3300150002"
"6","3300150003","Echinococcus multilocularis sibericensis","3300150003"
"6","3300150004","Echinococcus vogeli","3300150004"
"6","3300159999","Andre Echinococcus","3300159999"
"6","3300160001","Entamoeba histolytica","3300160001"
"6","3300169999","Andre Entamoeba","3300169999"
"6","3300170001","Fasciola gigantica","3300170001"
"6","3300170002","Fasciola hepatica","3300170002"
"6","3300170003","Fasciolopsis buski","3300170003"
"6","3300179999","Andre Fasciola","3300179999"
"6","3300180001","Giardia lamblia (Giardia intestinalis, Lamblia intestinalis)","3300180001"
"6","3300189999","Andre Giardia","3300189999"
"6","3300190001","Hymenolepis diminuta","3300190001"
"6","3300190002","Hymenolepis nana","3300190002"
"6","3300199999","Andre Hymenolepis","3300199999"
"6","3300200001","Leishmania brasiliensis","3300200001"
"6","3300200002","Leishmania donovani","3300200002"
"6","3300200003","Leishmania ethiopica","3300200003"
"6","3300200004","Leishmania major","3300200004"
"6","3300200005","Leishmania mexicana","3300200005"
"6","3300200006","Leishmania peruviana","3300200006"
"6","3300200007","Leishmania tropica","3300200007"
"6","3300209999","Andre Leishmania","3300209999"
"6","3300220001","Mansonella ozzardi","3300220001"
"6","3300220002","Mansonella perstans","3300220002"
"6","3300229999","Andre Mansonella","3300229999"
"6","3300230001","Naegleria fowleri","3300230001"
"6","3300239999","Andre Naegleria","3300239999"
"6","3300240001","Necator americanus","3300240001"
"6","3300249999","Andre Necator","3300249999"
"6","3300250001","Onchocerca volvulus","3300250001"
"6","3300259999","Andre Onchocerca","3300259999"
"6","3300260001","Opisthorchis felineus","3300260001"
"6","3300269999","Andre Opisthorchis","3300269999"
"6","3300270001","Paragonimus westermani","3300270001"
"6","3300279999","Andre Paragonimus","3300279999"
"6","3300280001","Plasmodium falciparum","3300280001"
"6","3300280002","Plasmodium malariae","3300280002"
"6","3300289999","Andre Plasmodium","3300289999"
"6","3300290001","Sarcocystis suihominis","3300290001"
"6","3300299999","Andre Sarcocystis","3300299999"
"6","3300300001","Schistosoma haematobium","3300300001"
"6","3300300002","Schistosoma intercalatum","3300300002"
"6","3300300003","Schistosoma japonicum","3300300003"
"6","3300300004","Schistosoma mansoni","3300300004"
"6","3300300005","Schistosoma mekongi","3300300005"
"6","3300309999","Andre Schistosoma","3300309999"
"6","3300310001","Strongyloides stercoralis","3300310001"
"6","3300319999","Andre Strongyloides","3300319999"
"6","3300320001","Taenia saginata","3300320001"
"6","3300320002","Taenia solium","3300320002"
"6","3300329999","Andre Taenia","3300329999"
"6","3300330001","Toxocara canis","3300330001"
"6","3300340001","Toxoplasma gondii","3300340001"
"6","3300349999","AndreToxoplasma","3300349999"
"6","3300350001","Trichinella spiralis","3300350001"
"6","3300359999","Andre Trichinella","3300359999"
"6","3300360001","Trichuris trichiura","3300360001"
"6","3300369999","Andre Trichuris","3300369999"
"6","3300370001","Trypanosoma brucei brucei","3300370001"
"6","3300370002","Trypanosoma brucei gambiense","3300370002"
"6","3300370003","Trypanosoma brucei rhodesiense","3300370003"
"6","3300370004","Trypanosoma cruzi","3300370004"
"6","3300379999","Andre Trypanosoma","3300379999"
"6","3300380001","Wuchereria bancrofti","3300380001"
"6","3300389999","Andre Wuchereria","3300389999"
"6","3399999999","Andre parasitter","3399999999"
"6","3400010001","Mucor","3400010001"
"6","3400010002","Rhizopus","3400010002"
"6","3400019999","Andre Zygomycetes","3400019999"
"6","3400040601","Candida albicans","3400040601"
"6","3400040602","Cadida tropicalis","3400040602"
"6","3400040699","Andre candida","3400040699"
"6","3400040901","Cryptococcus neoformans var. neoformans (Filobasidiella neofor","3400040901"
"6","3400040902","Cryptococcus neoformans var. gattiians (Filobasidiella bacillo","3400040902"
"6","3400040999","Andre Cryptococcus","3400040999"
"6","3400041001","Emmonsia parva var. parva","3400041001"
"6","3400041002","Emmonsia parva var. crescens","3400041002"
"6","3400041099","Andre Emmonsia","3400041099"
"6","3400041301","Fonsecaea compacta","3400041301"
"6","3400041302","Fonsecaea pedrosoi","3400041302"
"6","3400041399","Andre Fonsecaea","3400041399"
"6","3400041401","Histoplasma capsulatum var. capsulatum (Ajellomyces)","3400041401"
"6","3400041402","Histoplasma capsulatum duboisii","3400041402"
"6","3400041499","Andre Histoplasma","3400041499"
"6","3400041501","Madurella grisea","3400041501"
"6","3400041502","Madurella mycetomatis","3400041502"
"6","3400041599","Andre Madurella","3400041599"
"6","3400042101","Scedosporium apiospennum (Pseudallescheria boydii)","3400042101"
"6","3400042102","Scedosporium prolificars (inflatum)","3400042102"
"6","3400042501","Trichophyton rubrum","3400042501"
"6","3400042599","Andre Trichophyton","3400042599"
"6","3400999999","Andre Fungi imperfecti","3400999999"
"6","3499999999","Andre sopper","3499999999"
"6","3500010001","Bjørk","3500010001"
"6","3500010002","Or","3500010002"
"6","3500010003","Alm","3500010003"
"6","3500010004","Hassel","3500010004"
"6","3500010005","Laurbær og seskviterpenlaktoner i denne","3500010005"
"6","3500010007","Tulipantre og seskviterpenlaktoner i denne","3500010007"
"6","3500019999","Andre trær, innkludert blad, blomster og grener","3500019999"
"6","3500020001","Svingel","3500020001"
"6","3500020002","Havre","3500020002"
"6","3500020003","Timotei","3500020003"
"6","3500029999","Andre arter av gras og korn inkludert blad, blomster og strå","3500029999"
"6","3500030101","Chrysanthemum (krageblom) og seskviterpenlaktoner i denne","3500030101"
"6","3500030102","Artiskokk og seskviterpenlaktoner i denne","3500030102"
"6","3500030103","Arnica-arter (solblom) og seskviterpenlaktoner i disse","3500030103"
"6","3500030104","Kamille og seskviterpenlaktoner i denne","3500030104"
"6","3500030105","Burot og seskviterpenlaktoner i denne","3500030105"
"6","3500030106","Dahlia (georginer) og seskviterpenlaktoner i denne","3500030106"
"6","3500030107","Malurt","3500030107"
"6","3500030108","Tusenfryd (Bellis)","3500030108"
"6","3500030109","Vanlig svineblom","3500030109"
"6","3500030110","Gerbera","3500030110"
"6","3500030199","Øvrige korgplanter","3500030199"
"6","3500030201","Tulipan","3500030201"
"6","3500030202","Narcisser (påske- og pinseliljer)","3500030202"
"6","3500030203","Hyasint","3500030203"
"6","3500030204","Asparges","3500030204"
"6","3500030299","Andre liljeplanter","3500030299"
"6","3500030401","Bjørnkjeks","3500030401"
"6","3500030402","Vill-gulrot","3500030402"
"6","3500030403","Selleri","3500030403"
"6","3500030499","Øvrige skjermplanter","3500030499"
"6","3500030501","Valmue","3500030501"
"6","3500030599","Andre valmueplanter","3500030599"
"6","3500030701","Hvitløk","3500030701"
"6","3500030702","Løk","3500030702"
"6","3500030799","Andre planter i løkfamilien","3500030799"
"6","3500030801","Tobakk","3500030801"
"6","3500030802","Tomat","3500030802"
"6","3500030899","Andre planter i søtvierfamilien","3500030899"
"6","3500030901","Primula-arter","3500030901"
"6","3500030999","Andre arter i nøkleblomfamilien","3500030999"
"6","3500031101","Brudeslør (Gypsophila paniculata)","3500031101"
"6","3500031102","Diffenbachia-arter","3500031102"
"6","3500031103","Freesia","3500031103"
"6","3500031104","Toxicodendron","3500031104"
"6","3500031105","Philodendron (klatrer)","3500031105"
"6","3500031106","Geranium (pelargonier)","3500031106"
"6","3500031107","Saussurea lappa og seskviterpenlaktoner i denne","3500031107"
"6","3500031199","Andre blomster og planter","3500031199"
"6","3500039999","Andre blomster og grønnplanter inkludert blad, blomster og stengler","3500039999"
"6","3500040201","Prototheca segbwema","3500040201"
"6","3500040202","Prototheca wickerhamii","3500040202"
"6","3500040203","Prototheca zopfi","3500040203"
"6","3500040204","Prototheca stagnora","3500040204"
"6","3500040299","Andre Prototheca-arter","3500040299"
"6","3500049999","Andre alger","3500049999"
"6","3500060001","Frullania og seskviterpenlaktoner i denne","3500060001"
"6","3500999999","Andre planter","3500999999"
"6","3501020001","Lycop                                                      (Sv","3501020001"
"6","3501029999","Andre sporer","3501029999"
"6","3501030001","Sedertreolje","3501030001"
"6","3501030002","Sitronellolje (sitronolje???)","3501030002"
"6","3501030003","Pepperolje","3501030003"
"6","3501030004","Muskattolje","3501030004"
"6","3501030005","Helio                                                        (","3501030005"
"6","3501030006","Kanelolje","3501030006"
"6","3501030007","Cassiaolje","3501030007"
"6","3501030008","Bittermandelolje","3501030008"
"6","3501030009","Cassiaolja                                              (Svens","3501030009"
"6","3501030010","Chen                                                        (S","3501030010"
"6","3501030011","Furuolje","3501030011"
"6","3501030012","Ricinolja","3501030012"
"6","3501030013","Terpentin","3501030013"
"6","3501030014","Pinen","3501030014"
"6","3501030015","Bornylklorid","3501030015"
"6","3501030016","Kamfen","3501030016"
"6","3501030017","Limonen","3501030017"
"6","3501030018","Terpen","3501030018"
"6","3501030019","Ambrett                                                 (Svens","3501030019"
"6","3501039999","Andre eteriske oljer","3501039999"
"6","3501040001","Geraniol","3501040001"
"6","3501040002","Borneol","3501040002"
"6","3501040003","Terpineol","3501040003"
"6","3501040004","Stroban","3501040004"
"6","3501040005","Urushiol (kinalakk)","3501040005"
"6","3501049999","Andre alkoholer som inngår i vegetabiliske oljer","3501049999"
"6","3501050001","Vanillin","3501050001"
"6","3501050002","Ketoner som ingår i vegetabiliske oljer","3501050002"
"6","3501050003","Fenoler som ingår i vegetabiliske oljer","3501050003"
"6","3501050004","Karvakrol","3501050004"
"6","3501050005","Safrol","3501050005"
"6","3501050006","Guajakol","3501050006"
"6","3501059999","Andre fenoler, ketoner og aldehyder som inngår i vegetabiliske","3501059999"
"6","3501060101","Akonitin","3501060101"
"6","3501060102","Arekolin","3501060102"
"6","3501060103","Berberin","3501060103"
"6","3501060104","Hydrastin","3501060104"
"6","3501060105","Brucin","3501060105"
"6","3501060106","Cevadin","3501060106"
"6","3501060107","Koniin","3501060107"
"6","3501060108","Cytisin","3501060108"
"6","3501060109","Duboisin","3501060109"
"6","3501060110","Jervin","3501060110"
"6","3501060111","Lupinin","3501060111"
"6","3501060112","Muskarin","3501060112"
"6","3501060113","Pelletierin","3501060113"
"6","3501060114","Solanin","3501060114"
"6","3501060115","Yohimbin","3501060115"
"6","3501060199","Andre plantealkaloider","3501060199"
"6","3501060401","Ricin","3501060401"
"6","3501060402","Abrin","3501060402"
"6","3501060403","Krotin","3501060403"
"6","3501060404","Kurcin","3501060404"
"6","3501060405","Hypoglycin","3501060405"
"6","3501060406","Lathyrusprotein","3501060406"
"6","3501060499","Andre toxalbuminer fra planter","3501060499"
"6","3501060501","Cymarin","3501060501"
"6","3501060502","Scillaren","3501060502"
"6","3501060503","Scillirosid","3501060503"
"6","3501060504","Konvallamarin","3501060504"
"6","3501060505","Konvallarin","3501060505"
"6","3501060506","Oleandrin","3501060506"
"6","3501060507","Helleborin","3501060507"
"6","3501060508","Adonidin","3501060508"
"6","3501060509","Hypericin","3501060509"
"6","3501060510","Rhus toxicodendron","3501060510"
"6","3501060511","Rhus venenata","3501060511"
"6","3501060512","Gifter fra Rhus","3501060512"
"6","3501060599","Andre fenantrentoxiner fra planter","3501060599"
"6","3501069999","Andre plantegifter","3501069999"
"6","3501070001","Ryania","3501070001"
"6","3501070002","Sabadillin","3501070002"
"6","3501070003","Nikotin","3501070003"
"6","3501070004","Anabasin","3501070004"
"6","3501070005","Nornikotin","3501070005"
"6","3501070006","Eudermol (nikotinsalicylat)","3501070006"
"6","3501070007","Dihydrorotenon","3501070007"
"6","3501070008","Pyretrin","3501070008"
"6","3501070009","Alletrin","3501070009"
"6","3501070010","Rotenon","3501070010"
"6","3501079999","Andre insektisider fra planter","3501079999"
"6","3501080001","Vicia                                                        (","3501080001"
"6","3501080002","Cocilla                                                      (","3501080002"
"6","3501080003","Gummi                                                      (Sv","3501080003"
"6","3501080004","Gelsemin","3501080004"
"6","3501080005","Capsicum","3501080005"
"6","3501080006","Urginin","3501080006"
"6","3501080007","Brekkbønne (nux vomica)","3501080007"
"6","3501080008","Harmala (Peganum harmala)","3501080008"
"6","3501080009","Harmalin","3501080009"
"6","3501080010","Harmin","3501080010"
"6","3501080011","Harmalol","3501080011"
"6","3501080012","Banisteriopsis caapi","3501080012"
"6","3501080013","Naturgummi (latex fra Hevea brasiliensis)","3501080013"
"6","3501080014","Henna","3501080014"
"6","3501080015","Perubalsam","3501080015"
"6","3501080016","Kolofonium","3501080016"
"6","3501080017","Gummi arabicum","3501080017"
"6","3501080018","Dragantgummi","3501080018"
"6","3501080019","Psylliumgummi","3501080019"
"6","3501080020","Karayagummi","3501080020"
"6","3501080021","Latexprotein","3501080021"
"6","3501080099","Andre forskjellig vegitabilske produkter","3501080099"
"6","3501080101","Tropiske treslag, uspesifiserte (støv)","3501080101"
"6","3501080102","Bartrær, uspesifiserte (støv)","3501080102"
"6","3501080103","Lønn (støv)","3501080103"
"6","3501080104","Ask (støv)","3501080104"
"6","3501080105","Bøk (støv)","3501080105"
"6","3501080106","Eik (støv)","3501080106"
"6","3501080107","Mahogny  (støv)","3501080107"
"6","3501080108","Teak  (støv)","3501080108"
"6","3501080109","Palisander  (støv)","3501080109"
"6","3501080110","Sedertre  (støv)","3501080110"
"6","3501080111","Einer (støv)","3501080111"
"6","3501080112","Furu (støv)","3501080112"
"6","3501080113","Gran (støv)","3501080113"
"6","3501080114","Tuja (støv)","3501080114"
"6","3501080115","Hårde tresalg, uspesifiserte (støv)","3501080115"
"6","3501080116","Korkeik (støv)","3501080116"
"6","3501080117","Bambus (støv)","3501080117"
"6","3501080199","Andre treslag (støv)","3501080199"
"6","3501080201","Såkorn","3501080201"
"6","3501080202","Mel","3501080202"
"6","3501080203","Tobakk","3501080203"
"6","3501080204","Urostet kaffe (ikke-rostet kaffe)","3501080204"
"6","3501080205","Soja","3501080205"
"6","3501080206","Avfall av plantestøv","3501080206"
"6","3501080299","Annet plantestøv","3501080299"
"6","3501080301","Bagass","3501080301"
"6","3501080302","Bomull","3501080302"
"6","3501080303","Jute","3501080303"
"6","3501080304","Sisal","3501080304"
"6","3501080305","Kapock","3501080305"
"6","3501080306","Hamp","3501080306"
"6","3501080307","Lin","3501080307"
"6","3501080308","Avfall av plantefibrer","3501080308"
"6","3501080309","Høy","3501080309"
"6","3501080399","Andre plantefibre","3501080399"
"6","3501089999","Andre planteprodukter","3501089999"
"6","3501090201","Margarin","3501090201"
"6","3501090202","Stekeoljer og -fett","3501090202"
"6","3501090299","Andre vegetabilske fett","3501090299"
"6","3501090601","Asparges (som matvare)","3501090601"
"6","3501090602","Gullerot (som matvare)","3501090602"
"6","3501090603","Potet (som matvare)","3501090603"
"6","3501090604","Løk (som matvare)","3501090604"
"6","3501090605","Pepperrot (som matvare)","3501090605"
"6","3501090606","Persille (som matvare)","3501090606"
"6","3501090607","Rabarbra (som matvare)","3501090607"
"6","3501090608","Reddikker (som matvare)","3501090608"
"6","3501090699","Andre grønnsaker (som matvere)","3501090699"
"6","3501090701","Anis (som krydder)","3501090701"
"6","3501090702","Hvitløk (som krydder)","3501090702"
"6","3501090703","Ingefær (som krydder)","3501090703"
"6","3501090704","Kanel (som krydder)","3501090704"
"6","3501090705","Kapers (som krydder)","3501090705"
"6","3501090706","Laubærblad (som krydder)","3501090706"
"6","3501090707","Muskatt (som krydder)","3501090707"
"6","3501090708","Nellikk (som krydder)","3501090708"
"6","3501090709","Rosmarin (som krydder)","3501090709"
"6","3501090710","Timian (som krydder)","3501090710"
"6","3501090711","Vanilje (som krydder)","3501090711"
"6","3501090799","Andre smakstoffer og krydder","3501090799"
"6","3501090901","Kaffe (som drikke)","3501090901"
"6","3501090902","Sjokolade (som drikke)","3501090902"
"6","3501090903","Te (som drikker)","3501090903"
"6","3501090904","Vin (som drikke)","3501090904"
"6","3501090905","Øl (som drikke9","3501090905"
"6","3501090906","Kullsyreholdig vann (som drikke)","3501090906"
"6","3501090907","Alkoholdige drikker","3501090907"
"6","3501090999","Andre drikker","3501090999"
"6","3501091001","Ananas (som frukt)","3501091001"
"6","3501091002","Apelsin (som frukt)","3501091002"
"6","3501091003","Sitron (som frukt)","3501091003"
"6","3501091004","Vindruer (som frukt)","3501091004"
"6","3501091005","Matavfall","3501091005"
"6","3501091099","Andre frukter","3501091099"
"6","3501999999","Andre vegetabilske matvarer","3501999999"
"6","3599999999","Andre planter og vegetabilske produkter","3599999999"
"6","3601010001","Entamoeba histolytica","3601010001"
"6","3601010002","Naegleria gruberi","3601010002"
"6","3601019999","Andre amøber","3601019999"
"6","3601020001","Taxoplasma gondii","3601020001"
"6","3601029999","Andre Sporozoa","3601029999"
"6","3601999999","Andre protozoer","3601999999"
"6","3603000001","Brennmanet, Portugisisk krigsskip","3603000001"
"6","3603000002","Manet","3603000002"
"6","3603000003","Anemoner (i havet)","3603000003"
"6","3603999999","Andre Coelenterata","3603999999"
"6","3604010001","Tapesmussla                                              (Sven","3604010001"
"6","3604010002","Blåskjell","3604010002"
"6","3604010003","Østers","3604010003"
"6","3604019999","Andre skjell","3604019999"
"6","3604020001","Landsnäckor                                                (Sv","3604020001"
"6","3604020002","Kägelsnäckor                                               (Sv","3604020002"
"6","3604029999","Andre snegler","3604029999"
"6","3604030001","Åttearmede blekksprut","3604030001"
"6","3604039999","Andre blekkspruter","3604039999"
"6","3604999999","Andre bløtdyr","3604999999"
"6","3605019999","Andre mange                                              (Sven","3605019999"
"6","3605020101","Billelarver","3605020101"
"6","3605020199","Andre biller","3605020199"
"6","3605020201","Sommerfugllarver","3605020201"
"6","3605020299","Andre sommerfugler","3605020299"
"6","3605020301","Humler","3605020301"
"6","3605020302","Bier","3605020302"
"6","3605020303","Jordveps","3605020303"
"6","3605020304","Veps","3605020304"
"6","3605020305","Maur","3605020305"
"6","3605020306","Stekellarver                                             (Sven","3605020306"
"6","3605020399","Andre stek                                                (Sve","3605020399"
"6","3605020401","Liten husflue (Fannia canicularis)","3605020401"
"6","3605020402","Husflue (Musca domestica)","3605020402"
"6","3605020403","Egentlige fluer (Muscidae)","3605020403"
"6","3605020404","Tsetseflue (Glossina)","3605020404"
"6","3605020405","Stikkflu","3605020405"
"6","3605020406","Styng","3605020406"
"6","3605020407","Dermatobia hominis                                (Svensk)","3605020407"
"6","3605020408","Brems (Tabanidae)","3605020408"
"6","3605020409","Knott (Simuliidae)","3605020409"
"6","3605020410","Svidkontt                                                   (S","3605020410"
"6","3605020411","Fjærilsmygg                                               (Sve","3605020411"
"6","3605020412","Kjøtt","3605020412"
"6","3605020413","Larver","3605020413"
"6","3605020499","Andre två","3605020499"
"6","3605020501","Stikkmygg (Aedes)","3605020501"
"6","3605020502","Malariamygg (Anopheles)","3605020502"
"6","3605020503","Culex                                                     (Sve","3605020503"
"6","3605020504","Mansonia                                              (Svensk)","3605020504"
"6","3605020505","Mygglarver","3605020505"
"6","3605020599","Andre mygg","3605020599"
"6","3605020601","Larver halv                                            (Svensk","3605020601"
"6","3605020699","Övriga halvvingar                                  (Svensk)","3605020699"
"6","3605020701","Vegglus (Cimex lectularius)","3605020701"
"6","3605020702","Triatomidae                                             (Svens","3605020702"
"6","3605020703","Larver av skinnbaggar                            (Svensk)","3605020703"
"6","3605020799","Övriga skinnbaggar                                 (Svensk)","3605020799"
"6","3605020801","Siphonaptera                                           (Svensk","3605020801"
"6","3605020802","Loppe (Pulex irritans)","3605020802"
"6","3605020803","Hundloppe (Ctenocephalides canis)","3605020803"
"6","3605020804","Ctenopsyllus segnis","3605020804"
"6","3605020805","Nosopsyllus fasciatus","3605020805"
"6","3605020806","Tunga penetrans","3605020806"
"6","3605020807","Pestloppe (Xenopsylla cheopis)","3605020807"
"6","3605020808","Loppelarver","3605020808"
"6","3605020899","Andre lopper","3605020899"
"6","3605020901","Fjäderätare (Mallophaga)                               (Svensk","3605020901"
"6","3605020902","Hodelus (Pediculus humanus capitis)","3605020902"
"6","3605020903","Kleslus (Pediculus humanus corporis)","3605020903"
"6","3605020904","Flatlus (Phthirus pubis)","3605020904"
"6","3605020905","Luslarver","3605020905"
"6","3605020999","Övriga löss","3605020999"
"6","3605029999","Andre insekter","3605029999"
"6","3605030001","Reker","3605030001"
"6","3605030002","Krabber","3605030002"
"6","3605030003","Hummer","3605030003"
"6","3605030004","Kreps","3605030004"
"6","3605039999","Andre skalldyr","3605039999"
"6","3605040101","Allodermanyssus","3605040101"
"6","3605040102","Hårsäckskvalster (Demodex)                    (Svensk)","3605040102"
"6","3605040103","Glycyphagus","3605040103"
"6","3605040104","Tyroglyphus","3605040104"
"6","3605040105","Tyrophagus","3605040105"
"6","3605040106","Rovkvalster (Dermanyssus)                         (Svensk)","3605040106"
"6","3605040107","Ornithonyssus","3605040107"
"6","3605040108","Tyroglyphus siro","3605040108"
"6","3605040109","Stråkvalster (Pyemotes)                                (Svensk","3605040109"
"6","3605040110","Pediculoides ventricosus","3605040110"
"6","3605040111","Skabbkvalster (Sarcoptes)                            (Svensk)","3605040111"
"6","3605040112","Thrombiculidae","3605040112"
"6","3605040113","Trombicula","3605040113"
"6","3605040199","Övriga kvalster","3605040199"
"6","3605040201","Amblyomma","3605040201"
"6","3605040202","Myke flått (Argasidae)","3605040202"
"6","3605040203","Boophilus annulatus","3605040203"
"6","3605040204","Dermacentor","3605040204"
"6","3605040205","Haemaphysalis leporis-palustris","3605040205"
"6","3605040206","Hyalomma","3605040206"
"6","3605040207","Harde flått (Ixodes)","3605040207"
"6","3605040208","Rhipicephalus","3605040208"
"6","3605040209","Ornithodorus","3605040209"
"6","3605040299","Andre flått","3605040299"
"6","3605040301","Sort enke (Latrodectus mactans)","3605040301"
"6","3605040302","Loxosceles reclusa","3605040302"
"6","3605040303","Tarantel","3605040303"
"6","3605040399","Andre edderkopper","3605040399"
"6","3605049999","Övriga spindeldjur                                       (Sven","3605049999"
"6","3605999999","Andre leddyr","3605999999"
"6","3606000001","Sjøstjerne","3606000001"
"6","3606000002","Kråkebolle","3606000002"
"6","3606999999","Andre pigghuder","3606999999"
"6","3607010001","Stingrokke (Dasyatis pastinaca)","3607010001"
"6","3607010002","Rødspette","3607010002"
"6","3607010003","Kummel","3607010003"
"6","3607010004","Makrell","3607010004"
"6","3607010005","Sild","3607010005"
"6","3607010006","Torsk","3607010006"
"6","3607019999","Andre fisker","3607019999"
"6","3607030401","Huggorm","3607030401"
"6","3607030499","Andre giftige ormer","3607030499"
"6","3607030501","Nerodia fasciata","3607030501"
"6","3607030599","Andre ikke giftige ormer","3607030599"
"6","3607039999","Andre reptiler","3607039999"
"6","3607040001","Duer","3607040001"
"6","3607040002","Fjäderfä","3607040002"
"6","3607040003","Undulat, pappegøye","3607040003"
"6","3607049999","Andre fugler","3607049999"
"6","3607050501","Hund","3607050501"
"6","3607050502","Katt","3607050502"
"6","3607050599","Andre rovdyr","3607050599"
"6","3607050601","Geit","3607050601"
"6","3607050602","Hest","3607050602"
"6","3607050603","Storfe","3607050603"
"6","3607050604","Navlesvin","3607050604"
"6","3607050605","Gris","3607050605"
"6","3607050606","Sau","3607050606"
"6","3607050699","Andre klovdyr","3607050699"
"6","3607050701","Marsvin","3607050701"
"6","3607050702","Hamster","3607050702"
"6","3607050703","Mus","3607050703"
"6","3607050704","Piggsvin","3607050704"
"6","3607050705","Råtte","3607050705"
"6","3607050706","Ekorn","3607050706"
"6","3607050707","Hare og kaniner (Leporidae)","3607050707"
"6","3607050799","Andre gnagere","3607050799"
"6","3607050801","Ape","3607050801"
"6","3607050899","Andre primater","3607050899"
"6","3607059999","Andre pattedyr","3607059999"
"6","3607999999","Andre hvirveldyr","3607999999"
"6","3610010001","Lær","3610010001"
"6","3610010002","Fjær, dun","3610010002"
"6","3610010003","Hår, pels, filt","3610010003"
"6","3610019999","Annet støv fra dyr","3610019999"
"6","3610020001","Ull","3610020001"
"6","3610020002","Silke","3610020002"
"6","3610020003","Avfall av fibre fra dyr","3610020003"
"6","3610029999","Andre fibrer fra dyr","3610029999"
"6","3610030101","Kjøtt, alle slags (som mat)","3610030101"
"6","3610030102","Fisk og skalldyr (som mat)","3610030102"
"6","3610030103","Egg (som mat)","3610030103"
"6","3610030104","Slakt","3610030104"
"6","3610030105","Andre biprodukter fra slakt, charkuterivarer (matvarer)","3610030105"
"6","3610030106","Involler (som mat)","3610030106"
"6","3610030199","Andre dyreproteiner (som mat)","3610030199"
"6","3610030201","Melk og melkeprodukter","3610030201"
"6","3610030202","Ost","3610030202"
"6","3610030203","Spekk","3610030203"
"6","3610030205","Stekeoljer og -fett","3610030205"
"6","3610030299","Andre matoljer og -fett fra dyr","3610030299"
"6","3610039999","Annen mat fra dyreriket","3610039999"
"6","3610040001","Sericin (silkeprotein)","3610040001"
"6","3610049999","Andre forskjellige produkter fra dyr","3610049999"
"6","3699999999","Andre dyr eller produkter fra dyr","3699999999"
"6","3999999999","Andre biologiske stoffer","3999999999"
"6","6001010220","Gruvestøv","6001010220"
"6","6001010301","Klinker","6001010301"
"6","6001010302","Betong","6001010302"
"6","6001010303","Tegl","6001010303"
"6","6001010304","Fibersement (inkludert asbestsement)","6001010304"
"6","6001010305","Byggemateriell","6001010305"
"6","6001010399","Andre typer av sementstøv","6001010399"
"6","6001010401","Rustfritt stål","6001010401"
"6","6001010402","Stål eller støpejern","6001010402"
"6","6001010403","Lette legeringer (med aluminium osv.)","6001010403"
"6","6001010404","Sveiselegeringer","6001010404"
"6","6001010405","Kopperlegeringer (kopper, messing)","6001010405"
"6","6001010406","Arsenikkholdige legeringer","6001010406"
"6","6001010407","Kalsium- og nikkellegeringer","6001010407"
"6","6001010408","Antimonlegeringer","6001010408"
"6","6001010409","Hardmetaller, metallkarbider","6001010409"
"6","6001010410","Edelmetaller","6001010410"
"6","6001010499","Annet metallstøv","6001010499"
"6","6001010501","Jernoksid, oker","6001010501"
"6","6001010599","Andre metalloksider","6001010599"
"6","6001010601","Krystallinsk kisel, kvarts, kristobalit, tridymit osv.","6001010601"
"6","6001010602","Amorft kisel","6001010602"
"6","6001010699","Andre typer av kisel, sand","6001010699"
"6","6001019999","Annet uorganisk støv","6001019999"
"6","6001029999","Annet organisk støv","6001029999"
"6","6001999999","Annet støv","6001999999"
"6","6002010001","Asbestfiber","6002010001"
"6","6002010002","Keramiske fibrer","6002010002"
"6","6002010003","Mineralullfiber","6002010003"
"6","6002010004","Fibrer fra steinull (Rockwool)","6002010004"
"6","6002010005","Fibrer frå glassull","6002010005"
"6","6002010006","Kullfibrer","6002010006"
"6","6002010007","Avfall av uorganiske fibrer","6002010007"
"6","6002019999","Andre uorganiska fibrer","6002019999"
"6","6002020001","Avfall av syntetiske fibrer","6002020001"
"6","6002020002","Støv av syntetiske fibrer","6002020002"
"6","6002029999","Andre syntetiske fibrer","6002029999"
"6","6002999999","Andre fibrer","6002999999"
"6","6003019999","Andre flyktige anestesimidler","6003019999"
"6","6003029999","Andre eksostyper","6003029999"
"6","6003030301","Produkter fra termisk nedbrytning fra støping av kopperlegeringer","6003030301"
"6","6003030302","Produkter fra termisk nedbrytning fra støping av aluminium","6003030302"
"6","6003030303","Produkter fra termisk nedbrytning fra støping av jern og stål","6003030303"
"6","6003030304","Produkter fra termisk nedbrytning fra støping av edelmetaller","6003030304"
"6","6003030305","Produkter fra termisk nedbrytning fra støpte produkter","6003030305"
